feature_label,ipf_mean_expression,control_mean_expression,delta_ipf_vs_control
7934269,3.271897058823531,3.314537599999998,-0.042640541176467206
7934297,4.689547815126049,4.431474199999999,0.2580736151260492
7934299,5.25819470588235,5.351464799999999,-0.0932700941176483
7934365,2.9080415966386557,2.7105338000000008,0.19750779663865492
7934706,6.050745966386554,6.2074326,-0.1566866336134458
7934717,6.050745966386554,6.2074326,-0.1566866336134458
7934896,3.9741726890756306,3.9217793999999997,0.0523932890756309
7935142,3.6530269747899156,3.714962,-0.061935025210084316
7935228,4.372321512605041,4.5850074,-0.21268588739495886
7935776,3.549146722689075,3.9812456000000007,-0.43209887731092556
7936062,5.117832521008406,5.073802399999999,0.044030121008407086
7936639,4.401996470588238,4.508341799999999,-0.10634532941176111
7936833,5.421726554621852,5.333112999999998,0.08861355462185383
7937772,5.021086386554624,4.9554502000000005,0.06563618655462378
7937876,5.709231092436978,5.774032,-0.06480090756302204
7937913,4.462490588235292,4.464812800000001,-0.0023222117647083707
7937990,4.428063781512605,4.3445550000000015,0.08350878151260321
7937993,4.428063781512605,4.3445550000000015,0.08350878151260321
7938368,7.266587647058826,7.311436199999999,-0.04484855294117285
7938420,3.3595312605042014,3.4375351999999997,-0.07800393949579831
7938561,4.483358067226889,4.486061999999999,-0.002703932773109763
7938878,3.5937669747899164,3.6691032000000003,-0.07533622521008398
7939296,2.6428142857142856,2.7649312000000004,-0.1221169142857148
7939374,5.475500000000002,5.345335,0.13016500000000164
7939432,4.053171092436974,3.9946708,0.05850029243697419
7939640,2.9742902521008405,2.9571269999999994,0.01716325210084113
7940660,4.476834789915966,4.526633599999999,-0.04979881008403364
7941563,5.27209882352941,5.130707,0.1413918235294096
7942061,3.96842924369748,4.331041199999999,-0.36261195630251875
7942379,2.3280273949579837,2.3131534,0.014873994957983694
7942779,4.585904033613444,4.631501399999998,-0.04559736638655387
7942820,5.307592941176469,5.392668199999999,-0.0850752588235304
7942875,7.739490000000003,7.6646632000000015,0.07482680000000119
7942985,3.022915546218487,3.0371688,-0.014253253781512765
7943193,4.539555798319331,4.5260832,0.013472598319330231
7943367,5.197590420168066,4.816403,0.3811874201680654
7943513,2.9337706722689085,2.733634000000001,0.20013667226890774
7943515,4.282646302521007,4.1437973999999995,0.13884890252100757
7943526,3.0480280672268893,3.1044017999999993,-0.056373732773109975
7943954,5.023328991596638,5.025089,-0.0017600084033624341
7944601,3.175126050420166,3.339509199999999,-0.1643831495798329
7944765,6.52482932773109,6.798605800000001,-0.2737764722689109
7945892,6.07024445378151,6.131855000000001,-0.061610546218490825
7945894,4.4225860504201675,4.569967199999999,-0.1473811495798314
7946426,4.397902773109244,4.359317999999999,0.03858477310924524
7946567,8.199998823529413,8.274552199999999,-0.07455337647058613
7946676,6.236261596638656,6.326982200000002,-0.0907206033613468
7947421,4.485677226890754,4.672174400000002,-0.18649717310924796
7947423,4.4502243697478985,4.687435,-0.23721063025210132
7947890,2.4605868907563018,2.4859641999999993,-0.02537730924369752
7947892,3.8091627731092434,4.1174226,-0.3082598268907568
7947989,5.66652025210084,5.663800600000001,0.0027196521008390206
7948033,3.890915882352941,3.9768643999999993,-0.08594851764705824
7948037,4.179404957983193,4.2236606,-0.04425564201680654
7948397,4.804053109243699,4.6389374,0.16511570924369945
7949744,3.327693865546218,3.4012566,-0.07356273445378214
7949954,3.596025798319327,3.9958678000000005,-0.3998420016806734
7950062,3.5483925210084033,3.524437399999999,0.023955121008404134
7950282,5.1501197478991605,5.229733399999999,-0.07961365210083837
7950423,4.570961092436973,4.6653988,-0.09443770756302694
7950444,6.642223949579833,6.715601400000001,-0.07337745042016763
7950794,5.16676613445378,5.169076199999999,-0.0023100655462195974
7951091,6.2674445378151304,6.2453351999999995,0.022109337815130914
7951108,5.126584789915968,5.273161199999997,-0.14657641008402855
7951335,2.8436467226890776,2.7385514000000004,0.10509532268907718
7951652,5.235127983193278,5.064775999999999,0.17035198319327893
7951701,5.201491344537813,5.245387000000002,-0.04389565546218854
7952795,5.065378487394956,5.1151806,-0.04980211260504408
7953128,2.703752521008403,2.7102865999999994,-0.006534078991596637
7953697,5.513737310924368,5.565460400000002,-0.05172308907563394
7953977,2.7054009243697474,2.6373769999999994,0.06802392436974802
7954465,3.8989865546218483,3.8864211999999996,0.012565354621848712
7954963,5.5896242857142875,5.4727618,0.1168624857142877
7956987,3.0597731092436975,3.0595587999999996,0.00021430924369791882
7958011,5.769377731092436,6.000328199999999,-0.23095046890756343
7958015,3.8922970588235297,4.2395147999999985,-0.34721774117646875
7958207,4.445558067226891,4.7393524000000005,-0.2937943327731096
7958273,4.046350252100839,3.8378357999999992,0.20851445210083996
