drugbank_id,drug_name,pseudo_label_score,pseudo_label_rank,target_overlap_count,target_overlap_weight,has_lincs_match,is_approved
DB01162,Terazosin,0.22490521289123877,199,1,4.024154714988533,1,1
DB00268,Ropinirole,0.2247540413114958,200,1,4.024154714988533,1,1
DB00500,Tolmetin,0.22434191293230726,201,1,3.9439285358482863,1,1
DB00170,Menadione,0.2243382644749936,202,1,0.9121832270197294,1,1
DB00749,Etodolac,0.22419074135256428,203,1,3.9439285358482863,1,1
DB00712,Flurbiprofen,0.22419074135256428,204,1,3.9439285358482863,1,1
DB08981,Fenbufen,0.22419074135256428,205,1,3.9439285358482863,1,1
DB01403,Methotrimeprazine,0.22414935499252375,206,1,4.024154714988533,1,1
DB01365,Mephentermine,0.22414935499252375,207,1,4.024154714988533,1,1
DB00699,Nicergoline,0.22414935499252375,208,1,4.024154714988533,1,1
DB00692,Phentolamine,0.22399818341278072,209,1,4.024154714988533,1,1
DB00841,Dobutamine,0.22399818341278072,210,1,4.024154714988533,1,1
DB01622,Thioproperazine,0.22399818341278072,211,1,4.024154714988533,1,1
DB06711,Naphazoline,0.22399818341278072,212,1,4.024154714988533,1,1
DB00459,Acitretin,0.22398162489504636,213,1,3.9620763326767294,1,1
DB00812,Phenylbutazone,0.22373722661333528,214,1,3.9439285358482863,1,1
DB00469,Tenoxicam,0.22373722661333528,215,1,3.9439285358482863,1,1
DB00821,Carprofen,0.22373722661333528,216,1,3.9439285358482863,1,1
DB12130,Lorlatinib,0.223711086272685,217,1,4.615673054760067,0,1
DB11986,Entrectinib,0.223711086272685,218,1,4.615673054760067,0,1
DB16826,Repotrectinib,0.223711086272685,219,1,4.615673054760067,0,1
DB18711,Taletrectinib,0.223711086272685,220,1,4.615673054760067,0,1
DB02266,Flufenamic acid,0.22358605503359225,221,1,3.9439285358482863,1,1
DB00788,Naproxen,0.22358605503359225,222,1,3.9439285358482863,1,1
DB01009,Ketoprofen,0.22358605503359225,223,1,3.9439285358482863,1,1
DB00248,Cabergoline,0.22354466867355172,224,1,4.024154714988533,1,1
DB01200,Bromocriptine,0.22354466867355172,225,1,4.024154714988533,1,1
DB00935,Oxymetazoline,0.22354466867355172,226,1,4.024154714988533,1,1
DB00875,Flupentixol,0.22354466867355172,227,1,4.024154714988533,1,1
DB01624,Zuclopenthixol,0.22354466867355172,228,1,4.024154714988533,1,1
DB00449,Dipivefrin,0.22354466867355172,229,1,4.024154714988533,1,1
DB06764,Tetryzoline,0.22354466867355172,230,1,4.024154714988533,1,1
DB01253,Ergometrine,0.22354466867355172,231,1,4.024154714988533,1,1
DB09205,Moxisylyte,0.22354466867355172,232,1,4.024154714988533,1,1
DB00159,Icosapent,0.22343488345384926,233,1,3.9439285358482863,1,1
DB00246,Ziprasidone,0.22339349709380868,234,1,4.024154714988533,1,1
DB04946,Iloperidone,0.22339349709380868,235,1,4.024154714988533,1,1
DB00934,Maprotiline,0.22339349709380868,236,1,4.024154714988533,1,1
DB00908,Quinidine,0.2232423255140657,237,1,4.024154714988533,1,1
DB04948,Lofexidine,0.2232423255140657,238,1,4.024154714988533,1,1
DB09096,Benzoyl peroxide,0.22318477751059235,239,1,4.51322017074886,0,1
DB08951,Indoprofen,0.22313254029436325,240,1,3.9439285358482863,1,1
DB00461,Nabumetone,0.22313254029436325,241,1,3.9439285358482863,1,1
DB01600,Tiaprofenic acid,0.22313254029436325,242,1,3.9439285358482863,1,1
DB09084,Benzydamine,0.22313254029436325,243,1,3.9439285358482863,1,1
DB04835,Maraviroc,0.22304220891474313,244,1,2.749243345985969,1,1
DB09214,Dexketoprofen,0.2229813687146202,245,1,3.9439285358482863,1,1
DB00334,Olanzapine,0.22293998235457968,246,1,4.024154714988533,1,1
DB00320,Dihydroergotamine,0.22293998235457968,247,1,4.024154714988533,1,1
DB01364,Ephedrine,0.22293998235457968,248,1,4.024154714988533,1,1
DB13345,Dihydroergocristine,0.22293998235457968,249,1,4.024154714988533,1,1
DB00590,Doxazosin,0.22293998235457968,250,1,4.024154714988533,1,1
DB00697,Tizanidine,0.22293998235457968,251,1,4.024154714988533,1,1
